string_id,gene_name,uniprot_id,uniprot_ac,protein_fullname,degree,degree_cent,betweenness,closeness,eigenvector,pagerank,k_core,clustering_coeff,weighted_degree,community_id,community_size,participation_coeff,within_module_z,num_comm_connected,protein_role,label
9606.ENSP00000217173,UBOX5,RNF37_HUMAN,O94941,RING finger protein 37,5.0,0.000314842,1.79e-05,0.223784586,2.96e-05,2.29e-05,4.0,0.266716891,4067.0,3.0,1094.0,0.32,-0.605069402,1.0,peripheral,0
9606.ENSP00000217188,SRMS,SRMS_HUMAN,Q9H3Y6,Tyrosine-protein kinase Srms,1.0,6.3e-05,0.0,0.200520472,4.73e-07,1.14e-05,1.0,0.0,777.0,1.0,2329.0,0.0,-0.707386318,0.0,peripheral,0
9606.ENSP00000217246,MACROD2,MACD2_HUMAN,A1Z1Q3,ADP-ribose glycohydrolase MACROD2,5.0,0.000314842,2.97e-06,0.195560029,6.94e-07,2.8e-05,5.0,0.316003633,4098.0,5.0,888.0,0.32,-0.696587032,1.0,peripheral,0
9606.ENSP00000217386,OXT,NEU1_HUMAN,P01178,Neurophysin 1,49.0,0.003085448,0.000153122,0.252761407,3.89e-05,0.000121191,21.0,0.160421058,39364.0,4.0,2493.0,0.293211162,1.470673967,5.0,peripheral,0
9606.ENSP00000217402,CHMP4B,CHM4B_HUMAN,E1P5N4,Charged multivesicular body protein 4b,37.0,0.002329828,0.000204473,0.233314623,3.64e-05,9.44e-05,24.0,0.615760152,34668.0,0.0,87.0,0.052593134,1.708653479,1.0,peripheral,1
9606.ENSP00000217423,CST4,CYTS_HUMAN,P01036,Cystatin-S,11.0,0.000692652,0.00011987,0.213799695,7.83e-06,5.19e-05,7.0,0.180159915,8853.0,19.0,419.0,0.561983471,-0.352415999,2.0,peripheral,0
9606.ENSP00000217455,ACOT8,ACOT8_HUMAN,O14734,Acyl-coenzyme A thioesterase 8,15.0,0.000944525,4.72e-05,0.223037895,5.08e-06,4.97e-05,10.0,0.235795437,12565.0,8.0,1936.0,0.124444444,-0.257465022,1.0,peripheral,0
9606.ENSP00000217515,TXNL1,TXNL1_HUMAN,O43396,Thioredoxin-like protein 1,14.0,0.000881557,0.000187644,0.230140315,9.5e-05,4.39e-05,11.0,0.202963895,10809.0,3.0,1094.0,0.612244898,-0.411941488,4.0,peripheral,0
9606.ENSP00000217740,RNF125,RN125_HUMAN,Q96EQ8,E3 ubiquitin-protein ligase RNF125,18.0,0.00113343,2.49e-05,0.240239232,9.83e-05,3.95e-05,17.0,0.231024302,14732.0,3.0,1094.0,0.586419753,-0.363659509,2.0,peripheral,0
9606.ENSP00000217958,PSMD10,PSD10_HUMAN,O75832,26S proteasome non-ATPase regulatory subunit 10,33.0,0.002077955,7.28e-05,0.26437393,0.000500209,5.77e-05,28.0,0.59212454,30970.0,3.0,1094.0,0.367309458,0.457134126,4.0,peripheral,0
9606.ENSP00000218006,GUCY2F,GUC2F_HUMAN,P51841,Retinal guanylyl cyclase 2,34.0,0.002140923,8.51e-05,0.238919862,0.000150952,8.22e-05,22.0,0.179915073,27703.0,8.0,1936.0,0.21799308,0.585761508,4.0,peripheral,0
9606.ENSP00000218104,ABCD1,ABCD1_HUMAN,P33897,ATP-binding cassette sub-family D member 1,25.0,0.001574208,7.05e-05,0.217701751,3.98e-06,6.9e-05,15.0,0.298874056,20047.0,8.0,1936.0,0.288,0.111446585,4.0,peripheral,0
9606.ENSP00000218249,RAB40AL,RB40L_HUMAN,P0C0E4,Ras-related protein Rab-40A-like,9.0,0.000566715,1.41e-05,0.227071136,1.63e-05,2.96e-05,7.0,0.161289051,7092.0,3.0,1094.0,0.641975309,-0.556787424,4.0,connector,0
9606.ENSP00000218340,RP2,XRP2_HUMAN,O75695,Protein XRP2,2.0,0.000125937,0.0,0.187961256,5.95e-08,2.27e-05,2.0,0.97276887,1921.0,25.0,998.0,0.0,-0.812300236,0.0,peripheral,0
9606.ENSP00000218388,TIMP1,TIMP1_HUMAN,P01033,Metalloproteinase inhibitor 1,61.0,0.003841068,0.000208184,0.265126578,0.000134217,0.0001233,32.0,0.232215001,49345.0,1.0,2329.0,0.094598226,0.933810765,2.0,peripheral,0
9606.ENSP00000218516,GLA,AGAL_HUMAN,P06280,Alpha-galactosidase A,30.0,0.00188905,0.000277552,0.223923703,2.73e-06,9.95e-05,15.0,0.165459031,26652.0,8.0,1936.0,0.388888889,0.216849901,3.0,peripheral,0
9606.ENSP00000218548,ATP12A,AT12A_HUMAN,P54707,Potassium-transporting ATPase alpha chain 2,42.0,0.00264467,0.000221147,0.244050996,4.36e-05,9.72e-05,20.0,0.215731453,34419.0,12.0,518.0,0.639455782,-0.411086498,5.0,connector,0
9606.ENSP00000218721,MLNR,MTLR_HUMAN,O43193,Motilin receptor,3.0,0.000188905,0.0,0.200987234,2.46e-07,1.73e-05,3.0,0.871517167,2599.0,4.0,2493.0,0.0,-0.539263387,0.0,peripheral,0
9606.ENSP00000218867,SGCG,SGCG_HUMAN,Q13326,Gamma-sarcoglycan,26.0,0.001637177,2.51e-05,0.233743005,5.75e-06,7.49e-05,15.0,0.413990841,22231.0,19.0,419.0,0.482248521,1.300520235,3.0,peripheral,0
9606.ENSP00000219066,NTHL1,NTH_HUMAN,P78549,Endonuclease III-like protein 1,29.0,0.001826081,2.5e-05,0.238147388,5.97e-05,5.45e-05,21.0,0.322778266,23538.0,5.0,888.0,0.130796671,0.019710095,2.0,peripheral,0
9606.ENSP00000219097,ORC6,ORC6_HUMAN,B3KN89,Origin recognition complex subunit 6,32.0,0.002014986,1.47e-05,0.236389498,6.88e-05,5.52e-05,28.0,0.613857168,28338.0,5.0,888.0,0.060546875,0.144283509,1.0,peripheral,1
9606.ENSP00000219139,C16orf70,CP070_HUMAN,Q9BSU1,UPF0183 protein C16orf70,1.0,6.3e-05,0.0,0.168411062,9.08e-09,1.72e-05,1.0,0.0,947.0,25.0,998.0,0.0,-0.879298223,0.0,peripheral,0
9606.ENSP00000219162,MT4,MT4_HUMAN,P47944,Metallothionein-4,1.0,6.3e-05,0.0,0.177085895,4.82e-08,1.47e-05,1.0,0.0,820.0,23.0,89.0,0.0,-1.018564185,0.0,peripheral,0
9606.ENSP00000219169,NUTF2,NTF2_HUMAN,B2R4G7,Nuclear transport factor 2,28.0,0.001763113,1.3e-05,0.234961948,5.67e-05,6.1e-05,20.0,0.45546913,24184.0,11.0,893.0,0.0,-0.016952771,0.0,peripheral,1
9606.ENSP00000219252,POLR2C,RPB3_HUMAN,O15161,DNA-directed RNA polymerase II subunit RPB3,308.0,0.019394245,0.001904905,0.285136908,0.040734098,0.000299298,101.0,0.237269043,271579.0,7.0,1183.0,0.549144038,2.665338567,6.0,provincial_hub,1
9606.ENSP00000219302,NME3,NDK3_HUMAN,Q13232,Nucleoside diphosphate kinase 3,46.0,0.002896543,9.69e-05,0.247212967,0.000361677,8.72e-05,30.0,0.407001694,39748.0,8.0,1936.0,0.235349716,1.11277809,3.0,peripheral,0
9606.ENSP00000219660,AQP8,AQP8_HUMAN,O94778,Aquaporin-8,7.0,0.000440778,1.64e-06,0.17153428,1.64e-08,4.02e-05,6.0,0.454058302,5860.0,4.0,2493.0,0.244897959,-0.380584122,1.0,peripheral,0
9606.ENSP00000219919,AQP9,AQP9_HUMAN,O43315,Aquaporin-9,12.0,0.00075562,3.71e-05,0.204190705,8.29e-07,4.95e-05,8.0,0.233178241,9443.0,4.0,2493.0,0.597222222,-0.327691034,3.0,peripheral,0
9606.ENSP00000220003,CSK,CSK_HUMAN,P41240,Tyrosine-protein kinase CSK,40.0,0.002518733,0.0002886,0.273974045,0.000127516,9.32e-05,26.0,0.212362055,33082.0,1.0,2329.0,0.4175,0.127608689,5.0,peripheral,0
9606.ENSP00000220325,EHD4,EHD4_HUMAN,Q9H223,EH domain-containing protein 4,3.0,0.000188905,0.0,0.195178515,9.66e-06,1.75e-05,3.0,0.581854365,2467.0,25.0,998.0,0.444444444,-0.812300236,1.0,peripheral,0
9606.ENSP00000220420,TGM5,TGM5_HUMAN,O43548,Protein-glutamine gamma-glutamyltransferase 5,2.0,0.000125937,0.0,0.169269282,2.62e-08,1.61e-05,2.0,0.774551464,1522.0,27.0,129.0,0.0,-0.887396048,0.0,peripheral,0
9606.ENSP00000220496,DNAJC17,DJC17_HUMAN,Q9NVM6,DnaJ homolog subfamily C member 17,2.0,0.000125937,0.0,0.216881974,2.36e-05,1.17e-05,2.0,0.898014407,1719.0,11.0,893.0,0.0,-0.740499538,0.0,peripheral,1
9606.ENSP00000220514,OIP5,MS18B_HUMAN,O43482,Protein Mis18-beta,58.0,0.003652163,5.4e-05,0.249605299,0.000215306,7.88e-05,42.0,0.457335224,47701.0,5.0,888.0,0.448870392,0.455717042,5.0,peripheral,0
9606.ENSP00000220659,BRF2,BRF2_HUMAN,B2RD62,Transcription factor IIIB 50 kDa subunit,32.0,0.002014986,5.6e-06,0.238626858,0.000967421,5.08e-05,21.0,0.509286591,25969.0,7.0,1183.0,0.169921875,-0.146370344,1.0,peripheral,1
9606.ENSP00000220853,EMC2,EMC2_HUMAN,Q15006,ER membrane protein complex subunit 2,14.0,0.000881557,1.71e-06,0.211466925,9.2e-06,5.61e-05,9.0,0.503107769,13054.0,3.0,1094.0,0.255102041,-0.218813574,2.0,peripheral,0
9606.ENSP00000220913,CHRAC1,CHRC1_HUMAN,Q9NRG0,Chromatin accessibility complex protein 1,26.0,0.001637177,2.19e-05,0.233524074,4.78e-05,4.94e-05,21.0,0.443860776,23390.0,5.0,888.0,0.541420118,-0.322866792,3.0,peripheral,0
9606.ENSP00000221399,TULP2,TULP2_HUMAN,O00295,Tubby-related protein 2,1.0,6.3e-05,0.0,0.204017199,8.88e-06,1.04e-05,1.0,0.0,765.0,7.0,1183.0,0.0,-0.72102618,0.0,peripheral,0
9606.ENSP00000221403,DHDH,DHDH_HUMAN,Q9UQ10,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",11.0,0.000692652,5.2e-05,0.222054324,1.47e-05,3.2e-05,10.0,0.233937281,9773.0,8.0,1936.0,0.165289256,-0.468271655,1.0,peripheral,0
9606.ENSP00000221419,HNRNPL,HNRPL_HUMAN,A6ND69,Heterogeneous nuclear ribonucleoprotein L,74.0,0.004659656,2.38e-05,0.256999063,0.000654119,0.000109825,39.0,0.423389523,62407.0,11.0,893.0,0.127465303,1.124024823,2.0,peripheral,1
9606.ENSP00000221452,RELB,RELB_HUMAN,Q01201,Transcription factor RelB,36.0,0.00226686,1.36e-05,0.261859546,0.000123826,6.87e-05,25.0,0.30899597,30122.0,1.0,2329.0,0.37962963,0.070022826,4.0,peripheral,0
9606.ENSP00000221459,LIN7B,LIN7B_HUMAN,Q9HAP6,Protein lin-7 homolog B,12.0,0.00075562,8.8e-06,0.233020868,9.8e-06,4.38e-05,8.0,0.328276328,10078.0,4.0,2493.0,0.0,-0.063225593,0.0,peripheral,0
9606.ENSP00000221476,CKM,KCRM_HUMAN,P06732,Creatine kinase M-type,25.0,0.001574208,5.07e-05,0.240338699,1.99e-05,6.09e-05,19.0,0.284072037,20744.0,4.0,2493.0,0.4224,0.254132937,2.0,peripheral,0
9606.ENSP00000221494,SF3A2,SF3A2_HUMAN,B2RBU1,Splicing factor 3A subunit 2,145.0,0.009130407,0.000360094,0.258977672,0.001703536,0.000189692,55.0,0.375081068,131032.0,11.0,893.0,0.080665874,3.07203535,5.0,provincial_hub,1
9606.ENSP00000221498,DKKL1,DKKL1_HUMAN,Q9UK85,Dickkopf-like protein 1,6.0,0.00037781,2.18e-05,0.20485499,8.78e-07,2.75e-05,5.0,0.217655898,4733.0,20.0,1252.0,0.666666667,-0.591359487,3.0,connector,0
9606.ENSP00000221742,SLC1A6,EAA4_HUMAN,P48664,Excitatory amino acid transporter 4,6.0,0.00037781,3.95e-05,0.23195238,6.44e-06,2.65e-05,6.0,0.175496316,5333.0,4.0,2493.0,0.5,-0.486370299,2.0,peripheral,0
9606.ENSP00000221855,TBCB,TBCB_HUMAN,O00111,Tubulin-folding cofactor B,19.0,0.001196398,3.28e-05,0.216949918,1.86e-05,5.6e-05,14.0,0.326315649,14620.0,22.0,371.0,0.099722992,0.497706349,1.0,peripheral,1
9606.ENSP00000221859,POLR2I,RPB9_HUMAN,B2R5J2,DNA-directed RNA polymerase II subunit RPB9,166.0,0.010452742,5.07e-05,0.269968238,0.004199396,0.000191065,87.0,0.382108849,148555.0,7.0,1183.0,0.190956597,2.316440381,4.0,peripheral,1
9606.ENSP00000221922,CCDC9,CCDC9_HUMAN,Q9Y3X0,Coiled-coil domain-containing protein 9,10.0,0.000629683,0.0,0.217505149,0.000117683,2.26e-05,10.0,0.916803125,8850.0,11.0,893.0,0.0,-0.517869764,0.0,peripheral,0
9606.ENSP00000221978,NKG7,NKG7_HUMAN,Q16617,Protein NKG7,20.0,0.001259367,1.08e-05,0.236208109,1.74e-05,4.84e-05,16.0,0.485330298,17123.0,1.0,2329.0,0.0,-0.160320624,0.0,peripheral,0
9606.ENSP00000221996,CRX,CRX_HUMAN,O43186,Cone-rod homeobox protein,45.0,0.002833575,0.000712946,0.238915679,3.1e-05,0.000114811,21.0,0.239725593,36424.0,8.0,1936.0,0.555061728,0.53305985,7.0,peripheral,0
9606.ENSP00000222002,SULT2A1,ST2A1_HUMAN,Q06520,Bile salt sulfotransferase,19.0,0.001196398,8.94e-05,0.216651211,1.35e-05,4.95e-05,14.0,0.238611372,15061.0,8.0,1936.0,0.27700831,-0.152061706,2.0,peripheral,0
9606.ENSP00000222005,CDC37,CDC37_HUMAN,Q16543,Hsp90 co-chaperone Cdc37,66.0,0.00415591,9.31e-05,0.287396102,0.000791385,0.000116841,34.0,0.242756125,57938.0,3.0,1094.0,0.605601469,1.084799847,8.0,peripheral,1
9606.ENSP00000222120,RAB3D,RAB3D_HUMAN,O95716,Ras-related protein Rab-3D,2.0,0.000125937,3.01e-07,0.192602545,3.06e-07,1.48e-05,2.0,0.0,1411.0,25.0,998.0,0.5,-0.879298223,1.0,peripheral,0
9606.ENSP00000222224,LENG1,LENG1_HUMAN,Q96BZ8,Leukocyte receptor cluster member 1,5.0,0.000314842,0.0,0.201973964,3.09e-05,1.45e-05,5.0,0.868139216,4123.0,11.0,893.0,0.0,-0.657013373,0.0,peripheral,0
9606.ENSP00000222247,RPL18A,RL18A_HUMAN,Q02543,60S ribosomal protein L18a,279.0,0.017568163,0.000122348,0.28921196,0.077220927,0.000213651,112.0,0.438633675,254787.0,17.0,842.0,0.056191467,2.023578791,3.0,peripheral,1
9606.ENSP00000222254,PIK3R2,P85B_HUMAN,O00459,,147.0,0.009256344,0.000434125,0.294302091,0.000504298,0.000276733,40.0,0.180471251,132761.0,1.0,2329.0,0.468971262,2.258285604,6.0,peripheral,0
9606.ENSP00000222345,SIPA1L3,SI1L3_HUMAN,O60292,,1.0,6.3e-05,0.0,0.155096641,8.95e-10,1.77e-05,1.0,0.0,718.0,22.0,371.0,0.0,-0.897419847,0.0,peripheral,0
9606.ENSP00000222399,LAMB1,LAMB1_HUMAN,P07942,Laminin subunit beta-1,45.0,0.002833575,3e-06,0.245952506,2.82e-05,8.92e-05,28.0,0.516090715,37428.0,1.0,2329.0,0.084938272,0.501916796,1.0,peripheral,0
9606.ENSP00000222511,GTPBP10,GTPBA_HUMAN,A4D1E9,GTP-binding protein 10,59.0,0.003715131,2.63e-05,0.233260008,0.008356695,4.99e-05,53.0,0.721755548,49882.0,17.0,842.0,0.09824763,-0.392039201,3.0,peripheral,0
9606.ENSP00000222543,TFPI2,TFPI2_HUMAN,P48307,Tissue factor pathway inhibitor 2,1.0,6.3e-05,0.0,0.201396266,1.62e-06,1.16e-05,1.0,0.0,901.0,1.0,2329.0,0.0,-0.707386318,0.0,peripheral,0
9606.ENSP00000222547,BET1,BET1_HUMAN,O15155,BET1 homolog,68.0,0.004281846,6.12e-05,0.231990152,1.57e-05,0.000155604,28.0,0.354833187,58061.0,25.0,998.0,0.028979239,3.542568882,1.0,provincial_hub,0
9606.ENSP00000222567,TWISTNB,RPA43_HUMAN,A0PJ45,DNA-directed RNA polymerase I subunit RPA43,88.0,0.005541213,0.000200559,0.243365729,0.010010361,8.42e-05,70.0,0.423175901,73115.0,17.0,842.0,0.411931818,-0.290920309,6.0,peripheral,1
9606.ENSP00000222803,FKBP14,FKB14_HUMAN,Q9NWM8,Peptidyl-prolyl cis-trans isomerase FKBP14,1.0,6.3e-05,0.0,0.210742283,0.000148303,1.07e-05,1.0,0.0,771.0,17.0,842.0,0.0,-1.00998799,0.0,peripheral,0
9606.ENSP00000223129,RPA3,RFA3_HUMAN,P35244,Replication protein A 14 kDa subunit,69.0,0.004344815,2.81e-05,0.250388528,0.00028042,0.00010135,39.0,0.35870029,58894.0,5.0,888.0,0.056710775,1.26544423,2.0,peripheral,1
9606.ENSP00000223167,MYL10,MYL10_HUMAN,Q9BUA6,Myosin regulatory light chain 10,17.0,0.001070462,0.0,0.248718375,3.73e-05,3.88e-05,17.0,0.345123405,13387.0,4.0,2493.0,0.110726644,0.14834676,1.0,peripheral,0
9606.ENSP00000223321,PSMA2,PSA2_HUMAN,P25787,Proteasome subunit alpha type-2,82.0,0.005163403,0.000174519,0.270162507,0.003325137,0.000129761,40.0,0.433963511,74332.0,3.0,1094.0,0.240333135,2.629823161,4.0,provincial_hub,1
9606.ENSP00000223642,C5,CO5_HUMAN,P01031,C5a anaphylatoxin,39.0,0.002455765,0.00014455,0.25271104,7.02e-05,8.96e-05,20.0,0.293381738,32373.0,12.0,518.0,0.523339908,-0.353782191,2.0,peripheral,0
9606.ENSP00000223836,AK1,KAD1_HUMAN,P00568,Adenylate kinase isoenzyme 1,45.0,0.002833575,0.000174075,0.24663504,0.000460806,8.56e-05,30.0,0.299172476,36306.0,8.0,1936.0,0.206419753,1.11277809,4.0,peripheral,0
9606.ENSP00000223862,RLN1,REL1_HUMAN,P04808,Prorelaxin H1,11.0,0.000692652,1.79e-05,0.228259733,4.27e-06,5.11e-05,8.0,0.623997853,10278.0,4.0,2493.0,0.314049587,-0.221904858,2.0,peripheral,0
9606.ENSP00000224073,EDF1,EDF1_HUMAN,O60869,Endothelial differentiation-related factor 1,90.0,0.005667149,2.35e-05,0.266768066,0.034597216,6.98e-05,87.0,0.860930654,79629.0,17.0,842.0,0.043703704,-0.032505361,2.0,peripheral,0
9606.ENSP00000224652,ATE1,ATE1_HUMAN,O95260,Arginyl-tRNA--protein transferase 1,6.0,0.00037781,5.36e-06,0.201713219,2.75e-06,2.64e-05,5.0,0.304652646,4559.0,3.0,1094.0,0.444444444,-0.605069402,1.0,peripheral,0
9606.ENSP00000225174,PPIF,PPIF_HUMAN,P30405,,49.0,0.003085448,0.00047921,0.28626591,0.000479646,9.86e-05,24.0,0.230647374,42205.0,12.0,518.0,0.679716785,-0.124564961,8.0,connector,0
9606.ENSP00000225371,EPX,PERE_HUMAN,P11678,Eosinophil peroxidase,6.0,0.00037781,0.000139561,0.203595725,7.76e-05,3.84e-05,5.0,0.24445224,5046.0,1.0,2329.0,0.277777778,-0.592214593,1.0,peripheral,0
9606.ENSP00000225387,CRYBA1,CRBA1_HUMAN,P05813,Beta-crystallin A3,10.0,0.000629683,7.59e-06,0.210846445,2.83e-06,4.26e-05,9.0,0.556754218,8289.0,22.0,371.0,0.34,-0.32295612,2.0,peripheral,0
9606.ENSP00000225430,RPL19,RL19_HUMAN,B2R4K2,60S ribosomal protein L19,293.0,0.01844972,0.000234359,0.291208854,0.077361457,0.00023239,112.0,0.394894133,266032.0,17.0,842.0,0.099197428,2.102226818,5.0,peripheral,1
9606.ENSP00000225512,WNT3,WNT3_HUMAN,P56703,Proto-oncogene Wnt-3,41.0,0.002581701,2.1e-05,0.256600585,4.09e-05,9.48e-05,23.0,0.351153994,35374.0,20.0,1252.0,0.138013087,1.82458054,2.0,peripheral,0
9606.ENSP00000225655,PFN1,PROF1_HUMAN,P07737,Profilin-1,67.0,0.004218878,0.000613981,0.275306531,0.000322749,0.000165434,26.0,0.149622115,56440.0,4.0,2493.0,0.532858098,1.68224632,10.0,peripheral,1
9606.ENSP00000225698,C1QBP,C1QBP_HUMAN,Q07021,,22.0,0.001385303,0.000276609,0.259244248,0.000405188,5.18e-05,17.0,0.08117702,18369.0,1.0,2329.0,0.743801653,-0.448249937,7.0,connector,1
9606.ENSP00000225728,MED31,MED31_HUMAN,B2R4L9,,101.0,0.006359801,8.32e-06,0.260677224,0.002970387,0.000108335,87.0,0.729581727,91785.0,7.0,1183.0,0.076659151,1.2492224,2.0,peripheral,1
9606.ENSP00000225899,KRT32,K1H2_HUMAN,Q14532,"Keratin, type I cuticular Ha2",1.0,6.3e-05,0.0,0.138165487,2.31e-11,1.53e-05,1.0,0.0,778.0,21.0,91.0,0.0,-1.086309373,0.0,peripheral,0
9606.ENSP00000225927,NAGLU,ANAG_HUMAN,P54802,Alpha-N-acetylglucosaminidase,11.0,0.000692652,0.000101685,0.206221531,2.05e-06,5.4e-05,7.0,0.112018725,9134.0,8.0,1936.0,0.512396694,-0.626376629,2.0,peripheral,0
9606.ENSP00000226193,RCVRN,RECO_HUMAN,P35243,Recoverin,22.0,0.001385303,9.79e-05,0.233397787,1.48e-05,6.73e-05,12.0,0.132313872,17955.0,4.0,2493.0,0.648760331,-0.116118681,3.0,connector,0
9606.ENSP00000226207,MYH1,MYH1_HUMAN,P12882,Myosin-1,45.0,0.002833575,2.23e-05,0.242108342,4.33e-05,9.57e-05,24.0,0.383659922,37633.0,4.0,2493.0,0.317037037,1.259101614,5.0,peripheral,0
9606.ENSP00000226284,IBSP,SIAL_HUMAN,P21815,Bone sialoprotein 2,29.0,0.001826081,7.21e-05,0.246099147,2.84e-05,6.99e-05,21.0,0.312273391,24344.0,1.0,2329.0,0.392390012,-0.102734761,3.0,peripheral,0
9606.ENSP00000226444,SULT1E1,ST1E1_HUMAN,P49888,Sulfotransferase 1E1,38.0,0.002392796,0.000248955,0.24156412,3.47e-05,7.81e-05,26.0,0.294508687,34759.0,8.0,1936.0,0.278393352,0.691164825,3.0,peripheral,0
9606.ENSP00000227163,SPI1,SPI1_HUMAN,P17947,Transcription factor PU.1,70.0,0.004407783,0.000628676,0.276779815,0.000245158,0.00013819,33.0,0.122917808,59293.0,20.0,1252.0,0.673877551,1.134311961,4.0,connector,0
9606.ENSP00000227322,ZPR1,ZPR1_HUMAN,O75312,Zinc finger protein ZPR1,11.0,0.000692652,0.000680217,0.257756294,0.000251395,5.69e-05,8.0,0.015698908,8678.0,1.0,2329.0,0.842975207,-0.649800456,7.0,connector,1
9606.ENSP00000227348,CRTAM,CRTAM_HUMAN,O95727,Cytotoxic and regulatory T-cell molecule,5.0,0.000314842,1.11e-07,0.219214492,6.33e-06,2e-05,5.0,0.169303495,4118.0,1.0,2329.0,0.48,-0.649800456,1.0,peripheral,0
9606.ENSP00000227507,CCND1,CCND1_HUMAN,P24385,G1/S-specific cyclin-D1,176.0,0.011082426,0.001258748,0.312113938,0.001307868,0.000287612,43.0,0.149866047,146515.0,5.0,888.0,0.801652893,0.549147103,9.0,connector,1
9606.ENSP00000227524,PRPF19,PRP19_HUMAN,Q9UMS4,Pre-mRNA-processing factor 19,147.0,0.009256344,0.001517132,0.277211358,0.001825666,0.000197297,55.0,0.300661581,132161.0,11.0,893.0,0.273126938,2.682433244,8.0,provincial_hub,1
9606.ENSP00000227667,APOC3,APOC3_HUMAN,P02656,Apolipoprotein C-III,57.0,0.003589195,5.92e-05,0.257602609,3.83e-05,0.000125546,25.0,0.346606878,49131.0,1.0,2329.0,0.221606648,0.703467315,2.0,peripheral,0
9606.ENSP00000227880,SLC15A3,S15A3_HUMAN,Q8IY34,Solute carrier family 15 member 3,1.0,6.3e-05,0.0,0.182351709,9.79e-08,1.17e-05,1.0,0.0,790.0,1.0,2329.0,0.0,-0.707386318,0.0,peripheral,0
9606.ENSP00000228347,POLR3B,RPC2_HUMAN,A8K6H0,DNA-directed RNA polymerase III subunit RPC2,157.0,0.009886027,5.09e-05,0.264575604,0.031144331,0.000132828,87.0,0.340768875,129662.0,17.0,842.0,0.442695444,0.203438722,5.0,peripheral,1
9606.ENSP00000228434,CD69,CD69_HUMAN,Q07108,Early activation antigen CD69,71.0,0.004470751,4.63e-05,0.259827439,0.000106789,0.000113751,40.0,0.373639642,56925.0,1.0,2329.0,0.080936322,1.221740078,1.0,peripheral,0
9606.ENSP00000228506,MLEC,MLEC_HUMAN,Q14165,Malectin,15.0,0.000944525,9.75e-07,0.209510523,0.00018765,4.28e-05,13.0,0.612676256,13480.0,17.0,842.0,0.32,-0.886398232,1.0,peripheral,0
9606.ENSP00000228510,MVK,KIME_HUMAN,Q03426,Mevalonate kinase,34.0,0.002140923,8.68e-05,0.231507009,1.17e-05,8.48e-05,19.0,0.364894718,28689.0,8.0,1936.0,0.112456747,0.691164825,2.0,peripheral,1
9606.ENSP00000228515,CSRNP2,CSRN2_HUMAN,Q9H175,Cysteine/serine-rich nuclear protein 2,2.0,0.000125937,0.0,0.217535503,6.36e-06,1.33e-05,2.0,0.883478354,1660.0,4.0,2493.0,0.0,-0.592156475,0.0,peripheral,0
9606.ENSP00000228644,MYF5,MYF5_HUMAN,P13349,Myogenic factor 5,19.0,0.001196398,1.08e-05,0.229638235,7.04e-06,5.6e-05,14.0,0.208164198,15586.0,20.0,1252.0,0.36565097,0.236962808,4.0,peripheral,0
9606.ENSP00000228837,FGF6,FGF6_HUMAN,P10767,Fibroblast growth factor 6,58.0,0.003652163,1.25e-07,0.270435861,0.000139443,0.000105349,38.0,0.240520016,48128.0,1.0,2329.0,0.098097503,0.847431971,1.0,peripheral,0
9606.ENSP00000228841,MYL2,MLRV_HUMAN,P10916,,77.0,0.004848561,0.000396708,0.263703839,6.15e-05,0.00016984,24.0,0.256385397,67237.0,4.0,2493.0,0.12447293,3.110359702,4.0,provincial_hub,0
9606.ENSP00000228872,CDKN1B,CDN1B_HUMAN,P46527,Cyclin-dependent kinase inhibitor 1B,110.0,0.006926516,0.001191394,0.298802506,0.001974309,0.000192529,40.0,0.197738034,97466.0,5.0,888.0,0.746942149,0.331143629,8.0,connector,0
9606.ENSP00000229030,FZD10,FZD10_HUMAN,Q9ULW2,Frizzled-10,35.0,0.002203891,0.000125937,0.244816011,2.37e-05,8.97e-05,23.0,0.294335132,30419.0,20.0,1252.0,0.055510204,1.548473108,1.0,peripheral,0
9606.ENSP00000229134,IL26,IL26_HUMAN,Q9NPH9,Interleukin-26,20.0,0.001259367,0.0,0.238716836,2.79e-05,3.6e-05,20.0,0.539221218,16584.0,1.0,2329.0,0.0,-0.160320624,0.0,peripheral,0
9606.ENSP00000229238,MRPL51,RM51_HUMAN,Q4U2R6,"39S ribosomal protein L51, mitochondrial",103.0,0.006485738,1.59e-05,0.236805989,0.017775379,7.96e-05,86.0,0.798891424,93979.0,17.0,842.0,0.038269394,0.113555262,2.0,peripheral,1
9606.ENSP00000229243,ACRBP,ACRBP_HUMAN,Q8NEB7,Acrosin-binding protein,3.0,0.000188905,0.0,0.194653204,2.71e-07,1.67e-05,3.0,0.527553804,2331.0,1.0,2329.0,0.444444444,-0.678593387,1.0,peripheral,0
9606.ENSP00000229264,GNB3,GBB3_HUMAN,P16520,,122.0,0.007682136,0.000670558,0.272282226,0.000761201,0.000277322,32.0,0.16603453,99839.0,4.0,2493.0,0.353130879,4.432686909,5.0,provincial_hub,0
9606.ENSP00000229268,USP5,UBP5_HUMAN,D3DUS7,Ubiquitin carboxyl-terminal hydrolase 5,32.0,0.002014986,5.2e-05,0.259540122,0.001075791,6.87e-05,20.0,0.198104603,26114.0,3.0,1094.0,0.33203125,0.457134126,5.0,peripheral,1
